_id,workPid,dataPid
0000.GRO1678.19.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_19_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_19_III
0000.GRO1678.20.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_20_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_20_III
0000.GRO1678.21.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_21_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_21_III
0000.GRO1678.22.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_22_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_22_III
0000.GRO1678.23.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_23_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_23_III
0000.GRO1678.24.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_24_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_24_III
0000.GRO1678.25.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_25_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_25_III
0000.GRO1678.26.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_26_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_26_III
0000.GRO1678.27.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_27_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_27_III
0000.GRO1678.28.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_28_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_28_III
0000.GRO1678.29.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_29_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_29_III
0000.GRO1678.30.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_30_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_30_III
0000.GRO1678.31.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_31_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_31_III
0000.GRO1678.32.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_32_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_32_III
0000.GRO1678.33.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_33_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_33_III
0000.GRO1678.34.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_34_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_34_III
0000.GRO1678.35.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_35_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_35_III
0000.GRO1678.36.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_36_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_36_III
0000.GRO1678.37.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_37_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_37_III
0000.GRO1678.38.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_38_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_38_III
0000.GRO1678.39.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_39_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_39_III
0000.GRO1678.40.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_40_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_40_III
0000.GRO1678.41.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_41_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_41_III
0000.GRO1678.42.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_42_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_42_III
0000.GRO1678.43.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_43_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_43_III
0000.GRO1678.44.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_44_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_44_III
0000.GRO1678.45.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_45_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_45_III
0000.GRO1678.46.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_46_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_46_III
0000.GRO1678.47.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_47_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_47_III
0000.GRO1678.48.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_48_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_48_III
0000.GRO1678.49.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_49_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_49_III
0000.GRO1678.50.III,https://www.museabrugge.be/collection/work/id/0000_GRO1678_50_III,https://www.museabrugge.be/collection/work/data/0000_GRO1678_50_III
